"country","year","chain_value_air"
"bih","2000",NA
"bih","2001",NA
"bih","2002",NA
"bih","2003",NA
"bih","2004",NA
"bih","2005",NA
"bih","2006",NA
"bih","2007",NA
"bih","2008",NA
"bih","2009",NA
"bih","2010",NA
"bih","2011",NA
"bih","2012",NA
"bih","2013",NA
"bih","2014",NA
"bih","2015",NA
"bih","2016",NA
"bih","2017",NA
"bih","2018",NA
"bih","2019",NA
"bih","2020",NA
"bih","2021",NA
"bih","2022",NA
"bih","2023",NA
"bgr","1990",NA
"bgr","1991",NA
"bgr","1992",NA
"bgr","1993",NA
"bgr","1994",NA
"bgr","1995",NA
"bgr","1996",NA
"bgr","1997",NA
"bgr","1998",NA
"bgr","1999",NA
"bgr","2000",NA
"bgr","2001",NA
"bgr","2002",NA
"bgr","2003",NA
"bgr","2004",NA
"bgr","2005",NA
"bgr","2006",NA
"bgr","2007",NA
"bgr","2008",267.9
"bgr","2009",271.8
"bgr","2010",272.4
"bgr","2011",222.2
"bgr","2012",238.3
"bgr","2013",212.7
"bgr","2014",262.6
"bgr","2015",246.7
"bgr","2016",157.4
"bgr","2017",169.7
"bgr","2018",143.6
"bgr","2019",167.1
"bgr","2020",7.2
"bgr","2021",40.3
"bgr","2022",158.6
"bgr","2023",NA
"hrv","1990",NA
"hrv","1991",NA
"hrv","1992",NA
"hrv","1993",NA
"hrv","1994",NA
"hrv","1995",NA
"hrv","1996",NA
"hrv","1997",NA
"hrv","1998",NA
"hrv","1999",NA
"hrv","2000",NA
"hrv","2001",NA
"hrv","2002",NA
"hrv","2003",NA
"hrv","2004",NA
"hrv","2005",NA
"hrv","2006",NA
"hrv","2007",NA
"hrv","2008",105.8
"hrv","2009",76.7
"hrv","2010",60
"hrv","2011",63
"hrv","2012",60
"hrv","2013",78.5
"hrv","2014",59.7
"hrv","2015",52.5
"hrv","2016",50
"hrv","2017",50.9
"hrv","2018",52.5
"hrv","2019",30
"hrv","2020",15.7
"hrv","2021",38.3
"hrv","2022",114.8
"hrv","2023",NA
"cyp","1990",NA
"cyp","1991",NA
"cyp","1992",NA
"cyp","1993",NA
"cyp","1994",NA
"cyp","1995",NA
"cyp","1996",NA
"cyp","1997",NA
"cyp","1998",NA
"cyp","1999",NA
"cyp","2000",NA
"cyp","2001",NA
"cyp","2002",NA
"cyp","2003",NA
"cyp","2004",NA
"cyp","2005",NA
"cyp","2006",NA
"cyp","2007",NA
"cyp","2008",-156.3
"cyp","2009",-99.8
"cyp","2010",-47.3
"cyp","2011",-41.3
"cyp","2012",-23.1
"cyp","2013",3.4
"cyp","2014",6.2
"cyp","2015",2.6
"cyp","2016",-20
"cyp","2017",-28.1
"cyp","2018",-29.4
"cyp","2019",-10.4
"cyp","2020",-6.8
"cyp","2021",-9.6
"cyp","2022",NA
"cyp","2023",NA
"cze","1990",NA
"cze","1991",NA
"cze","1992",NA
"cze","1993",NA
"cze","1994",NA
"cze","1995",NA
"cze","1996",NA
"cze","1997",NA
"cze","1998",NA
"cze","1999",NA
"cze","2000",NA
"cze","2001",NA
"cze","2002",NA
"cze","2003",NA
"cze","2004",NA
"cze","2005",NA
"cze","2006",NA
"cze","2007",NA
"cze","2008",202633
"cze","2009",112230
"cze","2010",81255
"cze","2011",70062
"cze","2012",60077
"cze","2013",30307
"cze","2014",10235
"cze","2015",3199
"cze","2016",2553
"cze","2017",3073
"cze","2018",2510
"cze","2019",1037
"cze","2020",467
"cze","2021",466
"cze","2022",965
"cze","2023",NA
"dnk","1990",NA
"dnk","1991",NA
"dnk","1992",NA
"dnk","1993",NA
"dnk","1994",NA
"dnk","1995",NA
"dnk","1996",NA
"dnk","1997",NA
"dnk","1998",NA
"dnk","1999",NA
"dnk","2000",NA
"dnk","2001",NA
"dnk","2002",NA
"dnk","2003",NA
"dnk","2004",NA
"dnk","2005",NA
"dnk","2006",NA
"dnk","2007",NA
"dnk","2008",1114.7
"dnk","2009",1455.3
"dnk","2010",1943.6
"dnk","2011",5110.6
"dnk","2012",6436.2
"dnk","2013",6420.4
"dnk","2014",6708.3
"dnk","2015",4520
"dnk","2016",5564.1
"dnk","2017",6879.1
"dnk","2018",7324.2
"dnk","2019",7894.7
"dnk","2020",2036.4
"dnk","2021",NA
"dnk","2022",NA
"dnk","2023",NA
"est","1990",NA
"est","1991",NA
"est","1992",NA
"est","1993",NA
"est","1994",NA
"est","1995",NA
"est","1996",NA
"est","1997",NA
"est","1998",NA
"est","1999",NA
"est","2000",NA
"est","2001",NA
"est","2002",NA
"est","2003",NA
"est","2004",NA
"est","2005",NA
"est","2006",NA
"est","2007",NA
"est","2008",-35.6
"est","2009",-18.9
"est","2010",-24.6
"est","2011",-26
"est","2012",-32
"est","2013",21.2
"est","2014",20.8
"est","2015",20.1
"est","2016",12.5
"est","2017",-80.3
"est","2018",-51.1
"est","2019",-50.9
"est","2020",-421.6
"est","2021",337.9
"est","2022",367
"est","2023",NA
NA,"1990",NA
NA,"1991",NA
NA,"1992",NA
NA,"1993",NA
NA,"1994",NA
NA,"1995",NA
NA,"1996",NA
NA,"1997",NA
NA,"1998",NA
NA,"1999",NA
NA,"2000",NA
NA,"2001",NA
NA,"2002",NA
NA,"2003",NA
NA,"2004",NA
NA,"2005",NA
NA,"2006",NA
NA,"2007",NA
NA,"2008",36560.2
NA,"2009",29268.8
NA,"2010",36543.9
NA,"2011",37545.2
NA,"2012",37638
NA,"2013",37181.9
NA,"2014",32327
NA,"2015",31588.6
NA,"2016",31942.9
NA,"2017",35301.4
NA,"2018",38981.3
NA,"2019",38827.7
NA,"2020",7452.4
NA,"2021",10771.6
NA,"2022",NA
NA,"2023",NA
"fin","1990",NA
"fin","1991",NA
"fin","1992",NA
"fin","1993",NA
"fin","1994",NA
"fin","1995",NA
"fin","1996",NA
"fin","1997",NA
"fin","1998",NA
"fin","1999",NA
"fin","2000",NA
"fin","2001",NA
"fin","2002",NA
"fin","2003",NA
"fin","2004",NA
"fin","2005",NA
"fin","2006",NA
"fin","2007",NA
"fin","2008",1042
"fin","2009",219
"fin","2010",348
"fin","2011",490
"fin","2012",772
"fin","2013",983
"fin","2014",777
"fin","2015",576
"fin","2016",548
"fin","2017",821
"fin","2018",952
"fin","2019",921
"fin","2020",-300
"fin","2021",-245
"fin","2022",397
"fin","2023",NA
"fra","1990",NA
"fra","1991",NA
"fra","1992",NA
"fra","1993",NA
"fra","1994",NA
"fra","1995",NA
"fra","1996",NA
"fra","1997",NA
"fra","1998",NA
"fra","1999",NA
"fra","2000",NA
"fra","2001",NA
"fra","2002",NA
"fra","2003",NA
"fra","2004",NA
"fra","2005",NA
"fra","2006",NA
"fra","2007",NA
"fra","2008",6405.7
"fra","2009",5193.6
"fra","2010",7215.5
"fra","2011",7829.2
"fra","2012",8381.8
"fra","2013",8445.4
"fra","2014",7928.5
"fra","2015",7395
"fra","2016",7672.6
"fra","2017",8115.7
"fra","2018",8337.2
"fra","2019",9129.2
"fra","2020",2290.6
"fra","2021",2398.8
"fra","2022",NA
"fra","2023",NA
"deu","1990",NA
"deu","1991",NA
"deu","1992",NA
"deu","1993",NA
"deu","1994",NA
"deu","1995",NA
"deu","1996",NA
"deu","1997",NA
"deu","1998",NA
"deu","1999",NA
"deu","2000",NA
"deu","2001",NA
"deu","2002",NA
"deu","2003",NA
"deu","2004",NA
"deu","2005",NA
"deu","2006",NA
"deu","2007",NA
"deu","2008",14391.1
"deu","2009",11145.2
"deu","2010",15401.3
"deu","2011",13005.4
"deu","2012",10988.4
"deu","2013",12009.5
"deu","2014",6572.3
"deu","2015",8383
"deu","2016",7163.3
"deu","2017",7668.8
"deu","2018",8512.1
"deu","2019",7647
"deu","2020",2415.1
"deu","2021",3511.6
"deu","2022",NA
"deu","2023",NA
"grc","1990",NA
"grc","1991",NA
"grc","1992",NA
"grc","1993",NA
"grc","1994",NA
"grc","1995",NA
"grc","1996",NA
"grc","1997",NA
"grc","1998",NA
"grc","1999",NA
"grc","2000",NA
"grc","2001",NA
"grc","2002",NA
"grc","2003",NA
"grc","2004",NA
"grc","2005",NA
"grc","2006",NA
"grc","2007",NA
"grc","2008",610.5
"grc","2009",471.3
"grc","2010",528.8
"grc","2011",466.2
"grc","2012",522.4
"grc","2013",407.6
"grc","2014",441.8
"grc","2015",545.1
"grc","2016",614.4
"grc","2017",727.3
"grc","2018",771
"grc","2019",658.3
"grc","2020",267.8
"grc","2021",404.6
"grc","2022",659.3
"grc","2023",NA
"hun","1990",NA
"hun","1991",NA
"hun","1992",NA
"hun","1993",NA
"hun","1994",NA
"hun","1995",NA
"hun","1996",NA
"hun","1997",NA
"hun","1998",NA
"hun","1999",NA
"hun","2000",NA
"hun","2001",NA
"hun","2002",NA
"hun","2003",NA
"hun","2004",NA
"hun","2005",NA
"hun","2006",NA
"hun","2007",NA
"hun","2008",74407
"hun","2009",154339
"hun","2010",143154
"hun","2011",124218
"hun","2012",134830
"hun","2013",125672
"hun","2014",120464
"hun","2015",167109
"hun","2016",199170
"hun","2017",232229
"hun","2018",231251
"hun","2019",292954
"hun","2020",92632
"hun","2021",79588
"hun","2022",-75680
"hun","2023",NA
"isl","1990",NA
"isl","1991",NA
"isl","1992",NA
"isl","1993",NA
"isl","1994",NA
"isl","1995",NA
"isl","1996",NA
"isl","1997",NA
"isl","1998",NA
"isl","1999",NA
"isl","2000",NA
"isl","2001",NA
"isl","2002",NA
"isl","2003",NA
"isl","2004",NA
"isl","2005",NA
"isl","2006",NA
"isl","2007",NA
"isl","2008",40577.4
"isl","2009",37306.8
"isl","2010",39338.1
"isl","2011",42131.3
"isl","2012",46884
"isl","2013",52851.5
"isl","2014",52670.5
"isl","2015",58651.1
"isl","2016",68081
"isl","2017",77130.5
"isl","2018",86204.8
"isl","2019",75950
"isl","2020",30927.4
"isl","2021",34430.2
"isl","2022",58325.4
"isl","2023",NA
"irl","1990",NA
"irl","1991",NA
"irl","1992",NA
"irl","1993",NA
"irl","1994",NA
"irl","1995",NA
"irl","1996",NA
"irl","1997",NA
"irl","1998",NA
"irl","1999",NA
"irl","2000",NA
"irl","2001",NA
"irl","2002",NA
"irl","2003",NA
"irl","2004",NA
"irl","2005",NA
"irl","2006",NA
"irl","2007",NA
"irl","2008",1966.9
"irl","2009",1716.8
"irl","2010",1587.8
"irl","2011",1572.3
"irl","2012",1695.5
"irl","2013",1694.3
"irl","2014",1836.3
"irl","2015",NA
"irl","2016",NA
"irl","2017",NA
"irl","2018",NA
"irl","2019",NA
"irl","2020",NA
"irl","2021",NA
"irl","2022",NA
"irl","2023",NA
"ita","1990",NA
"ita","1991",NA
"ita","1992",NA
"ita","1993",NA
"ita","1994",NA
"ita","1995",NA
"ita","1996",NA
"ita","1997",NA
"ita","1998",NA
"ita","1999",NA
"ita","2000",NA
"ita","2001",NA
"ita","2002",NA
"ita","2003",NA
"ita","2004",NA
"ita","2005",NA
"ita","2006",NA
"ita","2007",NA
"ita","2008",4484.7
"ita","2009",2901.6
"ita","2010",3790.8
"ita","2011",5353.9
"ita","2012",3799.3
"ita","2013",1493.3
"ita","2014",2227.6
"ita","2015",705.2
"ita","2016",1755
"ita","2017",2098
"ita","2018",2492.4
"ita","2019",2948.5
"ita","2020",714.7
"ita","2021",201.3
"ita","2022",NA
"ita","2023",NA
"kos","1990",NA
"kos","1991",NA
"kos","1992",NA
"kos","1993",NA
"kos","1994",NA
"kos","1995",NA
"kos","1996",NA
"kos","1997",NA
"kos","1998",NA
"kos","1999",NA
"kos","2000",NA
"kos","2001",NA
"kos","2002",NA
"kos","2003",NA
"kos","2004",NA
"kos","2005",NA
"kos","2006",NA
"kos","2007",NA
"kos","2008",3
"kos","2009",NA
"kos","2010",NA
"kos","2011",NA
"kos","2012",NA
"kos","2013",NA
"kos","2014",NA
"kos","2015",NA
"kos","2016",NA
"kos","2017",NA
"kos","2018",NA
"kos","2019",NA
"kos","2020",NA
"kos","2021",NA
"kos","2022",NA
"kos","2023",NA
"lva","1990",NA
"lva","1991",NA
"lva","1992",NA
"lva","1993",NA
"lva","1994",NA
"lva","1995",NA
"lva","1996",NA
"lva","1997",NA
"lva","1998",NA
"lva","1999",NA
"lva","2000",NA
"lva","2001",NA
"lva","2002",NA
"lva","2003",NA
"lva","2004",NA
"lva","2005",NA
"lva","2006",NA
"lva","2007",NA
"lva","2008",10.4
"lva","2009",11.6
"lva","2010",-54.6
"lva","2011",-10
"lva","2012",36.1
"lva","2013",59.1
"lva","2014",43.2
"lva","2015",42
"lva","2016",113.9
"lva","2017",188
"lva","2018",397.7
"lva","2019",319.4
"lva","2020",-77.9
"lva","2021",104.2
"lva","2022",NA
"lva","2023",NA
"lie","1990",NA
"lie","1991",NA
"lie","1992",NA
"lie","1993",NA
"lie","1994",NA
"lie","1995",NA
"lie","1996",NA
"lie","1997",NA
"lie","1998",NA
"lie","1999",NA
"lie","2000",NA
"lie","2001",NA
"lie","2002",NA
"lie","2003",NA
"lie","2004",NA
"lie","2005",NA
"lie","2006",NA
"lie","2007",NA
"lie","2008",NA
"lie","2009",NA
"lie","2010",NA
"lie","2011",NA
"lie","2012",NA
"lie","2013",NA
"lie","2014",NA
"lie","2015",NA
"lie","2016",NA
"lie","2017",NA
"lie","2018",NA
"lie","2019",NA
"lie","2020",NA
"lie","2021",NA
"lie","2022",NA
"lie","2023",NA
"ltu","1990",NA
"ltu","1991",NA
"ltu","1992",NA
"ltu","1993",NA
"ltu","1994",NA
"ltu","1995",NA
"ltu","1996",NA
"ltu","1997",NA
"ltu","1998",NA
"ltu","1999",NA
"ltu","2000",NA
"ltu","2001",NA
"ltu","2002",NA
"ltu","2003",NA
"ltu","2004",NA
"ltu","2005",NA
"ltu","2006",NA
"ltu","2007",NA
"ltu","2008",31.3
"ltu","2009",32.1
"ltu","2010",32.7
"ltu","2011",25.4
"ltu","2012",30.4
"ltu","2013",31.2
"ltu","2014",33.6
"ltu","2015",35.8
"ltu","2016",27
"ltu","2017",39.1
"ltu","2018",43
"ltu","2019",48.1
"ltu","2020",7.6
"ltu","2021",14.2
"ltu","2022",NA
"ltu","2023",NA
"lux","1990",NA
"lux","1991",NA
"lux","1992",NA
"lux","1993",NA
"lux","1994",NA
"lux","1995",NA
"lux","1996",NA
"lux","1997",NA
"lux","1998",NA
"lux","1999",NA
"lux","2000",NA
"lux","2001",NA
"lux","2002",NA
"lux","2003",NA
"lux","2004",NA
"lux","2005",NA
"lux","2006",NA
"lux","2007",NA
"lux","2008",NA
"lux","2009",NA
"lux","2010",NA
"lux","2011",NA
"lux","2012",NA
"lux","2013",NA
"lux","2014",NA
"lux","2015",NA
"lux","2016",NA
"lux","2017",NA
"lux","2018",NA
"lux","2019",NA
"lux","2020",NA
"lux","2021",NA
"lux","2022",NA
"lux","2023",NA
"mlt","1990",NA
"mlt","1991",NA
"mlt","1992",NA
"mlt","1993",NA
"mlt","1994",NA
"mlt","1995",NA
"mlt","1996",NA
"mlt","1997",NA
"mlt","1998",NA
"mlt","1999",NA
"mlt","2000",NA
"mlt","2001",NA
"mlt","2002",NA
"mlt","2003",NA
"mlt","2004",NA
"mlt","2005",NA
"mlt","2006",NA
"mlt","2007",NA
"mlt","2008",NA
"mlt","2009",NA
"mlt","2010",NA
"mlt","2011",NA
"mlt","2012",NA
"mlt","2013",NA
"mlt","2014",NA
"mlt","2015",NA
"mlt","2016",NA
"mlt","2017",88.7
"mlt","2018",123.8
"mlt","2019",132.6
"mlt","2020",-27.3
"mlt","2021",130.9
"mlt","2022",325.3
"mlt","2023",NA
"mne","1990",NA
"mne","1991",NA
"mne","1992",NA
"mne","1993",NA
"mne","1994",NA
"mne","1995",NA
"mne","1996",NA
"mne","1997",NA
"mne","1998",NA
"mne","1999",NA
"mne","2000",NA
"mne","2001",NA
"mne","2002",NA
"mne","2003",NA
"mne","2004",NA
"mne","2005",NA
"mne","2006",NA
"mne","2007",NA
"mne","2008",NA
"mne","2009",NA
"mne","2010",4.2
"mne","2011",NA
"mne","2012",NA
"mne","2013",NA
"mne","2014",NA
"mne","2015",NA
"mne","2016",NA
"mne","2017",NA
"mne","2018",NA
"mne","2019",NA
"mne","2020",NA
"mne","2021",NA
"mne","2022",NA
"mne","2023",NA
"nld","1990",NA
"nld","1991",NA
"nld","1992",NA
"nld","1993",NA
"nld","1994",NA
"nld","1995",NA
"nld","1996",NA
"nld","1997",NA
"nld","1998",NA
"nld","1999",NA
"nld","2000",NA
"nld","2001",NA
"nld","2002",NA
"nld","2003",NA
"nld","2004",NA
"nld","2005",NA
"nld","2006",NA
"nld","2007",NA
"nld","2008",2961
"nld","2009",2431
"nld","2010",3010
"nld","2011",3305
"nld","2012",3372
"nld","2013",3435
"nld","2014",3591
"nld","2015",3546
"nld","2016",4002
"nld","2017",4054
"nld","2018",4261
"nld","2019",4181
"nld","2020",1023
"nld","2021",1224
"nld","2022",2503
"nld","2023",NA
"mkd","1990",NA
"mkd","1991",NA
"mkd","1992",NA
"mkd","1993",NA
"mkd","1994",NA
"mkd","1995",NA
"mkd","1996",NA
"mkd","1997",NA
"mkd","1998",NA
"mkd","1999",NA
"mkd","2000",NA
"mkd","2001",NA
"mkd","2002",NA
"mkd","2003",NA
"mkd","2004",NA
"mkd","2005",NA
"mkd","2006",NA
"mkd","2007",NA
"mkd","2008",1.4
"mkd","2009",-3
"mkd","2010",-38.5
"mkd","2011",-36
"mkd","2012",9.8
"mkd","2013",9.2
"mkd","2014",21.5
"mkd","2015",28
"mkd","2016",19
"mkd","2017",12.3
"mkd","2018",12.3
"mkd","2019",2.2
"mkd","2020",2.2
"mkd","2021",NA
"mkd","2022",NA
"mkd","2023",NA
"nor","1990",NA
"nor","1991",NA
"nor","1992",NA
"nor","1993",NA
"nor","1994",NA
"nor","1995",NA
"nor","1996",NA
"nor","1997",NA
"nor","1998",NA
"nor","1999",NA
"nor","2000",NA
"nor","2001",NA
"nor","2002",NA
"nor","2003",NA
"nor","2004",NA
"nor","2005",NA
"nor","2006",NA
"nor","2007",NA
"nor","2008",21604
"nor","2009",19729
"nor","2010",17654
"nor","2011",18294
"nor","2012",14273
"nor","2013",13181
"nor","2014",8814
"nor","2015",7505
"nor","2016",7125
"nor","2017",7890
"nor","2018",5946
"nor","2019",1888
"nor","2020",-2247
"nor","2021",3894
"nor","2022",NA
"nor","2023",NA
"pol","1990",NA
"pol","1991",NA
"pol","1992",NA
"pol","1993",NA
"pol","1994",NA
"pol","1995",NA
"pol","1996",NA
"pol","1997",NA
"pol","1998",NA
"pol","1999",NA
"pol","2000",NA
"pol","2001",NA
"pol","2002",NA
"pol","2003",NA
"pol","2004",NA
"pol","2005",NA
"pol","2006",NA
"pol","2007",NA
"pol","2008",NA
"pol","2009",NA
"pol","2010",NA
"pol","2011",NA
"pol","2012",NA
"pol","2013",NA
"pol","2014",NA
"pol","2015",NA
"pol","2016",NA
"pol","2017",NA
"pol","2018",NA
"pol","2019",NA
"pol","2020",NA
"pol","2021",NA
"pol","2022",NA
"pol","2023",NA
"prt","1990",NA
"prt","1991",NA
"prt","1992",NA
"prt","1993",NA
"prt","1994",NA
"prt","1995",NA
"prt","1996",NA
"prt","1997",NA
"prt","1998",NA
"prt","1999",NA
"prt","2000",NA
"prt","2001",NA
"prt","2002",NA
"prt","2003",NA
"prt","2004",NA
"prt","2005",NA
"prt","2006",NA
"prt","2007",NA
"prt","2008",1545.8
"prt","2009",1435.7
"prt","2010",1524.5
"prt","2011",1264.9
"prt","2012",1314.5
"prt","2013",1327.4
"prt","2014",1083.7
"prt","2015",903.2
"prt","2016",729.7
"prt","2017",936.7
"prt","2018",1033.7
"prt","2019",993.3
"prt","2020",-92.3
"prt","2021",158.1
"prt","2022",NA
"prt","2023",NA
"rou","1990",NA
"rou","1991",NA
"rou","1992",NA
"rou","1993",NA
"rou","1994",NA
"rou","1995",NA
"rou","1996",NA
"rou","1997",NA
"rou","1998",NA
"rou","1999",NA
"rou","2000",NA
"rou","2001",NA
"rou","2002",NA
"rou","2003",NA
"rou","2004",NA
"rou","2005",NA
"rou","2006",NA
"rou","2007",NA
"rou","2008",3071.7
"rou","2009",3174.8
"rou","2010",2663.3
"rou","2011",1980.2
"rou","2012",1964.9
"rou","2013",1691.7
"rou","2014",692.8
"rou","2015",708.1
"rou","2016",718.8
"rou","2017",1162.6
"rou","2018",899.2
"rou","2019",1452.4
"rou","2020",354.6
"rou","2021",523.1
"rou","2022",1535.5
"rou","2023",NA
"srb","1990",NA
"srb","1991",NA
"srb","1992",NA
"srb","1993",NA
"srb","1994",NA
"srb","1995",NA
"srb","1996",NA
"srb","1997",NA
"srb","1998",NA
"srb","1999",NA
"srb","2000",NA
"srb","2001",NA
"srb","2002",NA
"srb","2003",NA
"srb","2004",NA
"srb","2005",NA
"srb","2006",NA
"srb","2007",NA
"srb","2008",1206
"srb","2009",1060.5
"srb","2010",1080.7
"srb","2011",1346.3
"srb","2012",1376.2
"srb","2013",1423.7
"srb","2014",2294.5
"srb","2015",2555
"srb","2016",2721
"srb","2017",2873.2
"srb","2018",2565.9
"srb","2019",2776.2
"srb","2020",1008.5
"srb","2021",1682.8
"srb","2022",2686.4
"srb","2023",NA
"svk","1990",NA
"svk","1991",NA
"svk","1992",NA
"svk","1993",NA
"svk","1994",NA
"svk","1995",NA
"svk","1996",NA
"svk","1997",NA
"svk","1998",NA
"svk","1999",NA
"svk","2000",NA
"svk","2001",NA
"svk","2002",NA
"svk","2003",NA
"svk","2004",NA
"svk","2005",NA
"svk","2006",NA
"svk","2007",NA
"svk","2008",10.1
"svk","2009",47.6
"svk","2010",39.2
"svk","2011",79.3
"svk","2012",74
"svk","2013",32.3
"svk","2014",63.9
"svk","2015",40.3
"svk","2016",28.7
"svk","2017",12.5
"svk","2018",7.4
"svk","2019",3
"svk","2020",0.9
"svk","2021",3.1
"svk","2022",3.5
"svk","2023",NA
"svn","1990",NA
"svn","1991",NA
"svn","1992",NA
"svn","1993",NA
"svn","1994",NA
"svn","1995",NA
"svn","1996",NA
"svn","1997",NA
"svn","1998",NA
"svn","1999",NA
"svn","2000",NA
"svn","2001",NA
"svn","2002",NA
"svn","2003",NA
"svn","2004",NA
"svn","2005",NA
"svn","2006",NA
"svn","2007",NA
"svn","2008",50.4
"svn","2009",47.1
"svn","2010",47.6
"svn","2011",45.4
"svn","2012",42.5
"svn","2013",38.6
"svn","2014",35.8
"svn","2015",25.8
"svn","2016",28.1
"svn","2017",30.6
"svn","2018",26.2
"svn","2019",22.2
"svn","2020",17.9
"svn","2021",24.7
"svn","2022",29.9
"svn","2023",NA
"esp","1990",NA
"esp","1991",NA
"esp","1992",NA
"esp","1993",NA
"esp","1994",NA
"esp","1995",NA
"esp","1996",NA
"esp","1997",NA
"esp","1998",NA
"esp","1999",NA
"esp","2000",NA
"esp","2001",NA
"esp","2002",NA
"esp","2003",NA
"esp","2004",NA
"esp","2005",NA
"esp","2006",NA
"esp","2007",NA
"esp","2008",3278
"esp","2009",3119
"esp","2010",3415
"esp","2011",3300
"esp","2012",3215
"esp","2013",2985
"esp","2014",3045
"esp","2015",2328
"esp","2016",2277
"esp","2017",2828
"esp","2018",4048
"esp","2019",3908
"esp","2020",-549
"esp","2021",2862
"esp","2022",NA
"esp","2023",NA
"swe","1990",NA
"swe","1991",NA
"swe","1992",NA
"swe","1993",NA
"swe","1994",NA
"swe","1995",NA
"swe","1996",NA
"swe","1997",NA
"swe","1998",NA
"swe","1999",NA
"swe","2000",NA
"swe","2001",NA
"swe","2002",NA
"swe","2003",NA
"swe","2004",NA
"swe","2005",NA
"swe","2006",NA
"swe","2007",NA
"swe","2008",13132
"swe","2009",7784
"swe","2010",9243
"swe","2011",12004
"swe","2012",13796
"swe","2013",14803
"swe","2014",11516
"swe","2015",6684
"swe","2016",6808
"swe","2017",8854
"swe","2018",9806
"swe","2019",7435
"swe","2020",-3555
"swe","2021",-4019
"swe","2022",NA
"swe","2023",NA
"che","1990",NA
"che","1991",NA
"che","1992",NA
"che","1993",NA
"che","1994",NA
"che","1995",NA
"che","1996",NA
"che","1997",NA
"che","1998",NA
"che","1999",NA
"che","2000",NA
"che","2001",NA
"che","2002",NA
"che","2003",NA
"che","2004",NA
"che","2005",NA
"che","2006",NA
"che","2007",NA
"che","2008",NA
"che","2009",NA
"che","2010",NA
"che","2011",NA
"che","2012",NA
"che","2013",NA
"che","2014",NA
"che","2015",NA
"che","2016",NA
"che","2017",NA
"che","2018",NA
"che","2019",NA
"che","2020",NA
"che","2021",NA
"che","2022",NA
"che","2023",NA
"tur","1990",NA
"tur","1991",NA
"tur","1992",NA
"tur","1993",NA
"tur","1994",NA
"tur","1995",NA
"tur","1996",NA
"tur","1997",NA
"tur","1998",NA
"tur","1999",NA
"tur","2000",NA
"tur","2001",NA
"tur","2002",NA
"tur","2003",NA
"tur","2004",NA
"tur","2005",NA
"tur","2006",NA
"tur","2007",NA
"tur","2008",NA
"tur","2009",NA
"tur","2010",NA
"tur","2011",NA
"tur","2012",NA
"tur","2013",NA
"tur","2014",NA
"tur","2015",NA
"tur","2016",NA
"tur","2017",NA
"tur","2018",NA
"tur","2019",NA
"tur","2020",NA
"tur","2021",NA
"tur","2022",NA
"tur","2023",NA
"gbr","1990",NA
"gbr","1991",NA
"gbr","1992",NA
"gbr","1993",NA
"gbr","1994",NA
"gbr","1995",NA
"gbr","1996",NA
"gbr","1997",NA
"gbr","1998",NA
"gbr","1999",NA
"gbr","2000",NA
"gbr","2001",NA
"gbr","2002",NA
"gbr","2003",NA
"gbr","2004",NA
