"country","year","chain_value_water"
"bih","2000",NA
"bih","2001",NA
"bih","2002",NA
"bih","2003",NA
"bih","2004",NA
"bih","2005",NA
"bih","2006",NA
"bih","2007",NA
"bih","2008",NA
"bih","2009",NA
"bih","2010",NA
"bih","2011",NA
"bih","2012",NA
"bih","2013",NA
"bih","2014",NA
"bih","2015",NA
"bih","2016",NA
"bih","2017",NA
"bih","2018",NA
"bih","2019",NA
"bih","2020",NA
"bih","2021",NA
"bih","2022",NA
"bih","2023",NA
"bgr","1990",NA
"bgr","1991",NA
"bgr","1992",NA
"bgr","1993",NA
"bgr","1994",NA
"bgr","1995",NA
"bgr","1996",NA
"bgr","1997",NA
"bgr","1998",NA
"bgr","1999",NA
"bgr","2000",NA
"bgr","2001",NA
"bgr","2002",NA
"bgr","2003",NA
"bgr","2004",NA
"bgr","2005",NA
"bgr","2006",NA
"bgr","2007",NA
"bgr","2008",449.7
"bgr","2009",362
"bgr","2010",299.8
"bgr","2011",259.8
"bgr","2012",309.7
"bgr","2013",244.9
"bgr","2014",373.9
"bgr","2015",301.5
"bgr","2016",204.4
"bgr","2017",139.3
"bgr","2018",93.5
"bgr","2019",83.5
"bgr","2020",19.5
"bgr","2021",27.3
"bgr","2022",28.5
"bgr","2023",NA
"hrv","1990",NA
"hrv","1991",NA
"hrv","1992",NA
"hrv","1993",NA
"hrv","1994",NA
"hrv","1995",NA
"hrv","1996",NA
"hrv","1997",NA
"hrv","1998",NA
"hrv","1999",NA
"hrv","2000",NA
"hrv","2001",NA
"hrv","2002",NA
"hrv","2003",NA
"hrv","2004",NA
"hrv","2005",NA
"hrv","2006",NA
"hrv","2007",NA
"hrv","2008",160.2
"hrv","2009",183
"hrv","2010",171.6
"hrv","2011",179.9
"hrv","2012",142.3
"hrv","2013",159.9
"hrv","2014",146.6
"hrv","2015",147.5
"hrv","2016",164.1
"hrv","2017",177.1
"hrv","2018",166.6
"hrv","2019",164.3
"hrv","2020",79.3
"hrv","2021",166.9
"hrv","2022",174.3
"hrv","2023",NA
"cyp","1990",NA
"cyp","1991",NA
"cyp","1992",NA
"cyp","1993",NA
"cyp","1994",NA
"cyp","1995",NA
"cyp","1996",NA
"cyp","1997",NA
"cyp","1998",NA
"cyp","1999",NA
"cyp","2000",NA
"cyp","2001",NA
"cyp","2002",NA
"cyp","2003",NA
"cyp","2004",NA
"cyp","2005",NA
"cyp","2006",NA
"cyp","2007",NA
"cyp","2008",576.5
"cyp","2009",565.7
"cyp","2010",614.7
"cyp","2011",655.1
"cyp","2012",506.8
"cyp","2013",558.9
"cyp","2014",536.6
"cyp","2015",590.7
"cyp","2016",519.8
"cyp","2017",492.5
"cyp","2018",567.8
"cyp","2019",512.1
"cyp","2020",444.5
"cyp","2021",444.3
"cyp","2022",NA
"cyp","2023",NA
"cze","1990",NA
"cze","1991",NA
"cze","1992",NA
"cze","1993",NA
"cze","1994",NA
"cze","1995",NA
"cze","1996",NA
"cze","1997",NA
"cze","1998",NA
"cze","1999",NA
"cze","2000",NA
"cze","2001",NA
"cze","2002",NA
"cze","2003",NA
"cze","2004",NA
"cze","2005",NA
"cze","2006",NA
"cze","2007",NA
"cze","2008",1303
"cze","2009",818
"cze","2010",764
"cze","2011",261
"cze","2012",312
"cze","2013",388
"cze","2014",348
"cze","2015",311
"cze","2016",293
"cze","2017",346
"cze","2018",412
"cze","2019",414
"cze","2020",121
"cze","2021",47
"cze","2022",79
"cze","2023",NA
"dnk","1990",NA
"dnk","1991",NA
"dnk","1992",NA
"dnk","1993",NA
"dnk","1994",NA
"dnk","1995",NA
"dnk","1996",NA
"dnk","1997",NA
"dnk","1998",NA
"dnk","1999",NA
"dnk","2000",NA
"dnk","2001",NA
"dnk","2002",NA
"dnk","2003",NA
"dnk","2004",NA
"dnk","2005",NA
"dnk","2006",NA
"dnk","2007",NA
"dnk","2008",24976.3
"dnk","2009",17899.1
"dnk","2010",22184.5
"dnk","2011",24463.3
"dnk","2012",24955.9
"dnk","2013",35421.3
"dnk","2014",33334.5
"dnk","2015",35718
"dnk","2016",42075.2
"dnk","2017",42722
"dnk","2018",45889.2
"dnk","2019",50090.3
"dnk","2020",45318.7
"dnk","2021",NA
"dnk","2022",NA
"dnk","2023",NA
"est","1990",NA
"est","1991",NA
"est","1992",NA
"est","1993",NA
"est","1994",NA
"est","1995",NA
"est","1996",NA
"est","1997",NA
"est","1998",NA
"est","1999",NA
"est","2000",NA
"est","2001",NA
"est","2002",NA
"est","2003",NA
"est","2004",NA
"est","2005",NA
"est","2006",NA
"est","2007",NA
"est","2008",143.4
"est","2009",116.5
"est","2010",124.7
"est","2011",133.8
"est","2012",129.2
"est","2013",122.1
"est","2014",137.5
"est","2015",142
"est","2016",139.2
"est","2017",160.6
"est","2018",179.4
"est","2019",204.1
"est","2020",125.7
"est","2021",148.4
"est","2022",189.9
"est","2023",NA
NA,"1990",NA
NA,"1991",NA
NA,"1992",NA
NA,"1993",NA
NA,"1994",NA
NA,"1995",NA
NA,"1996",NA
NA,"1997",NA
NA,"1998",NA
NA,"1999",NA
NA,"2000",NA
NA,"2001",NA
NA,"2002",NA
NA,"2003",NA
NA,"2004",NA
NA,"2005",NA
NA,"2006",NA
NA,"2007",NA
NA,"2008",41426.2
NA,"2009",35503
NA,"2010",34138.1
NA,"2011",33649.9
NA,"2012",34185.8
NA,"2013",34657.9
NA,"2014",32013.1
NA,"2015",29738.4
NA,"2016",30915
NA,"2017",31740.5
NA,"2018",32477.2
NA,"2019",33071.8
NA,"2020",24398.6
NA,"2021",22043.7
NA,"2022",NA
NA,"2023",NA
"fin","1990",NA
"fin","1991",NA
"fin","1992",NA
"fin","1993",NA
"fin","1994",NA
"fin","1995",NA
"fin","1996",NA
"fin","1997",NA
"fin","1998",NA
"fin","1999",NA
"fin","2000",NA
"fin","2001",NA
"fin","2002",NA
"fin","2003",NA
"fin","2004",NA
"fin","2005",NA
"fin","2006",NA
"fin","2007",NA
"fin","2008",807
"fin","2009",660
"fin","2010",724
"fin","2011",831
"fin","2012",861
"fin","2013",968
"fin","2014",955
"fin","2015",748
"fin","2016",692
"fin","2017",695
"fin","2018",680
"fin","2019",769
"fin","2020",533
"fin","2021",665
"fin","2022",924
"fin","2023",NA
"fra","1990",NA
"fra","1991",NA
"fra","1992",NA
"fra","1993",NA
"fra","1994",NA
"fra","1995",NA
"fra","1996",NA
"fra","1997",NA
"fra","1998",NA
"fra","1999",NA
"fra","2000",NA
"fra","2001",NA
"fra","2002",NA
"fra","2003",NA
"fra","2004",NA
"fra","2005",NA
"fra","2006",NA
"fra","2007",NA
"fra","2008",543.4
"fra","2009",213.5
"fra","2010",876.8
"fra","2011",653
"fra","2012",1618.9
"fra","2013",1656.5
"fra","2014",2321
"fra","2015",2152
"fra","2016",2655.5
"fra","2017",2809.6
"fra","2018",2653.2
"fra","2019",3235.4
"fra","2020",19.4
"fra","2021",10.3
"fra","2022",NA
"fra","2023",NA
"deu","1990",NA
"deu","1991",NA
"deu","1992",NA
"deu","1993",NA
"deu","1994",NA
"deu","1995",NA
"deu","1996",NA
"deu","1997",NA
"deu","1998",NA
"deu","1999",NA
"deu","2000",NA
"deu","2001",NA
"deu","2002",NA
"deu","2003",NA
"deu","2004",NA
"deu","2005",NA
"deu","2006",NA
"deu","2007",NA
"deu","2008",10705
"deu","2009",13949
"deu","2010",9373.3
"deu","2011",10007.2
"deu","2012",9395.1
"deu","2013",10082.7
"deu","2014",6412.6
"deu","2015",6396
"deu","2016",6200.9
"deu","2017",4262.3
"deu","2018",4309.6
"deu","2019",4199.6
"deu","2020",3080.3
"deu","2021",1704.5
"deu","2022",NA
"deu","2023",NA
"grc","1990",NA
"grc","1991",NA
"grc","1992",NA
"grc","1993",NA
"grc","1994",NA
"grc","1995",NA
"grc","1996",NA
"grc","1997",NA
"grc","1998",NA
"grc","1999",NA
"grc","2000",NA
"grc","2001",NA
"grc","2002",NA
"grc","2003",NA
"grc","2004",NA
"grc","2005",NA
"grc","2006",NA
"grc","2007",NA
"grc","2008",14795
"grc","2009",9798.5
"grc","2010",8643.1
"grc","2011",7565.2
"grc","2012",7052.5
"grc","2013",6551.1
"grc","2014",7171.2
"grc","2015",3956.9
"grc","2016",3475.2
"grc","2017",4408.7
"grc","2018",5230.3
"grc","2019",5037.4
"grc","2020",3980.6
"grc","2021",3181.7
"grc","2022",2580.9
"grc","2023",NA
"hun","1990",NA
"hun","1991",NA
"hun","1992",NA
"hun","1993",NA
"hun","1994",NA
"hun","1995",NA
"hun","1996",NA
"hun","1997",NA
"hun","1998",NA
"hun","1999",NA
"hun","2000",NA
"hun","2001",NA
"hun","2002",NA
"hun","2003",NA
"hun","2004",NA
"hun","2005",NA
"hun","2006",NA
"hun","2007",NA
"hun","2008",6126
"hun","2009",4083
"hun","2010",4204
"hun","2011",3409
"hun","2012",6135
"hun","2013",5036
"hun","2014",3364
"hun","2015",3662
"hun","2016",4059
"hun","2017",4691
"hun","2018",3989
"hun","2019",1986
"hun","2020",2683
"hun","2021",2595
"hun","2022",4792
"hun","2023",NA
"isl","1990",NA
"isl","1991",NA
"isl","1992",NA
"isl","1993",NA
"isl","1994",NA
"isl","1995",NA
"isl","1996",NA
"isl","1997",NA
"isl","1998",NA
"isl","1999",NA
"isl","2000",NA
"isl","2001",NA
"isl","2002",NA
"isl","2003",NA
"isl","2004",NA
"isl","2005",NA
"isl","2006",NA
"isl","2007",NA
"isl","2008",15517.8
"isl","2009",15322.6
"isl","2010",11944.9
"isl","2011",12456.5
"isl","2012",12697
"isl","2013",13808.5
"isl","2014",12681.5
"isl","2015",14087.1
"isl","2016",13719.8
"isl","2017",17219.3
"isl","2018",17269.5
"isl","2019",17883.4
"isl","2020",14503.4
"isl","2021",14855.3
"isl","2022",19204.2
"isl","2023",NA
"irl","1990",NA
"irl","1991",NA
"irl","1992",NA
"irl","1993",NA
"irl","1994",NA
"irl","1995",NA
"irl","1996",NA
"irl","1997",NA
"irl","1998",NA
"irl","1999",NA
"irl","2000",NA
"irl","2001",NA
"irl","2002",NA
"irl","2003",NA
"irl","2004",NA
"irl","2005",NA
"irl","2006",NA
"irl","2007",NA
"irl","2008",92.2
"irl","2009",86.9
"irl","2010",95.4
"irl","2011",84.4
"irl","2012",79.2
"irl","2013",80.5
"irl","2014",76
"irl","2015",77.8
"irl","2016",74.7
"irl","2017",74.3
"irl","2018",66.2
"irl","2019",71.7
"irl","2020",46.9
"irl","2021",65.7
"irl","2022",107.4
"irl","2023",NA
"ita","1990",NA
"ita","1991",NA
"ita","1992",NA
"ita","1993",NA
"ita","1994",NA
"ita","1995",NA
"ita","1996",NA
"ita","1997",NA
"ita","1998",NA
"ita","1999",NA
"ita","2000",NA
"ita","2001",NA
"ita","2002",NA
"ita","2003",NA
"ita","2004",NA
"ita","2005",NA
"ita","2006",NA
"ita","2007",NA
"ita","2008",7819
"ita","2009",4361.2
"ita","2010",5035.2
"ita","2011",5340.6
"ita","2012",5674.8
"ita","2013",4120.8
"ita","2014",3779.3
"ita","2015",3868.8
"ita","2016",4703.4
"ita","2017",5701.7
"ita","2018",5248.6
"ita","2019",5220.1
"ita","2020",3124.8
"ita","2021",5040.1
"ita","2022",NA
"ita","2023",NA
"kos","1990",NA
"kos","1991",NA
"kos","1992",NA
"kos","1993",NA
"kos","1994",NA
"kos","1995",NA
"kos","1996",NA
"kos","1997",NA
"kos","1998",NA
"kos","1999",NA
"kos","2000",NA
"kos","2001",NA
"kos","2002",NA
"kos","2003",NA
"kos","2004",NA
"kos","2005",NA
"kos","2006",NA
"kos","2007",NA
"kos","2008",NA
"kos","2009",NA
"kos","2010",NA
"kos","2011",NA
"kos","2012",NA
"kos","2013",NA
"kos","2014",NA
"kos","2015",NA
"kos","2016",NA
"kos","2017",NA
"kos","2018",NA
"kos","2019",NA
"kos","2020",NA
"kos","2021",NA
"kos","2022",NA
"kos","2023",NA
"lva","1990",NA
"lva","1991",NA
"lva","1992",NA
"lva","1993",NA
"lva","1994",NA
"lva","1995",NA
"lva","1996",NA
"lva","1997",NA
"lva","1998",NA
"lva","1999",NA
"lva","2000",NA
"lva","2001",NA
"lva","2002",NA
"lva","2003",NA
"lva","2004",NA
"lva","2005",NA
"lva","2006",NA
"lva","2007",NA
"lva","2008",226.3
"lva","2009",146.5
"lva","2010",94.1
"lva","2011",62.3
"lva","2012",81.5
"lva","2013",77.2
"lva","2014",68.2
"lva","2015",82.5
"lva","2016",78.4
"lva","2017",75.7
"lva","2018",70.5
"lva","2019",37.4
"lva","2020",28.2
"lva","2021",22.8
"lva","2022",NA
"lva","2023",NA
"lie","1990",NA
"lie","1991",NA
"lie","1992",NA
"lie","1993",NA
"lie","1994",NA
"lie","1995",NA
"lie","1996",NA
"lie","1997",NA
"lie","1998",NA
"lie","1999",NA
"lie","2000",NA
"lie","2001",NA
"lie","2002",NA
"lie","2003",NA
"lie","2004",NA
"lie","2005",NA
"lie","2006",NA
"lie","2007",NA
"lie","2008",NA
"lie","2009",NA
"lie","2010",NA
"lie","2011",NA
"lie","2012",NA
"lie","2013",NA
"lie","2014",NA
"lie","2015",NA
"lie","2016",NA
"lie","2017",NA
"lie","2018",NA
"lie","2019",NA
"lie","2020",NA
"lie","2021",NA
"lie","2022",NA
"lie","2023",NA
"ltu","1990",NA
"ltu","1991",NA
"ltu","1992",NA
"ltu","1993",NA
"ltu","1994",NA
"ltu","1995",NA
"ltu","1996",NA
"ltu","1997",NA
"ltu","1998",NA
"ltu","1999",NA
"ltu","2000",NA
"ltu","2001",NA
"ltu","2002",NA
"ltu","2003",NA
"ltu","2004",NA
"ltu","2005",NA
"ltu","2006",NA
"ltu","2007",NA
"ltu","2008",89.4
"ltu","2009",93.3
"ltu","2010",99.1
"ltu","2011",89.1
"ltu","2012",93.6
"ltu","2013",95.8
"ltu","2014",95.9
"ltu","2015",96.7
"ltu","2016",87.7
"ltu","2017",91
"ltu","2018",89.6
"ltu","2019",86.8
"ltu","2020",93.2
"ltu","2021",78.2
"ltu","2022",NA
"ltu","2023",NA
"lux","1990",NA
"lux","1991",NA
"lux","1992",NA
"lux","1993",NA
"lux","1994",NA
"lux","1995",NA
"lux","1996",NA
"lux","1997",NA
"lux","1998",NA
"lux","1999",NA
"lux","2000",NA
"lux","2001",NA
"lux","2002",NA
"lux","2003",NA
"lux","2004",NA
"lux","2005",NA
"lux","2006",NA
"lux","2007",NA
"lux","2008",NA
"lux","2009",NA
"lux","2010",NA
"lux","2011",NA
"lux","2012",NA
"lux","2013",NA
"lux","2014",NA
"lux","2015",NA
"lux","2016",NA
"lux","2017",NA
"lux","2018",NA
"lux","2019",NA
"lux","2020",NA
"lux","2021",NA
"lux","2022",NA
"lux","2023",NA
"mlt","1990",NA
"mlt","1991",NA
"mlt","1992",NA
"mlt","1993",NA
"mlt","1994",NA
"mlt","1995",NA
"mlt","1996",NA
"mlt","1997",NA
"mlt","1998",NA
"mlt","1999",NA
"mlt","2000",NA
"mlt","2001",NA
"mlt","2002",NA
"mlt","2003",NA
"mlt","2004",NA
"mlt","2005",NA
"mlt","2006",NA
"mlt","2007",NA
"mlt","2008",21.1
"mlt","2009",17.2
"mlt","2010",NA
"mlt","2011",17
"mlt","2012",18.6
"mlt","2013",NA
"mlt","2014",NA
"mlt","2015",NA
"mlt","2016",NA
"mlt","2017",NA
"mlt","2018",NA
"mlt","2019",NA
"mlt","2020",NA
"mlt","2021",NA
"mlt","2022",NA
"mlt","2023",NA
"mne","1990",NA
"mne","1991",NA
"mne","1992",NA
"mne","1993",NA
"mne","1994",NA
"mne","1995",NA
"mne","1996",NA
"mne","1997",NA
"mne","1998",NA
"mne","1999",NA
"mne","2000",NA
"mne","2001",NA
"mne","2002",NA
"mne","2003",NA
"mne","2004",NA
"mne","2005",NA
"mne","2006",NA
"mne","2007",NA
"mne","2008",NA
"mne","2009",NA
"mne","2010",9.3
"mne","2011",NA
"mne","2012",NA
"mne","2013",NA
"mne","2014",NA
"mne","2015",NA
"mne","2016",NA
"mne","2017",NA
"mne","2018",NA
"mne","2019",NA
"mne","2020",NA
"mne","2021",NA
"mne","2022",NA
"mne","2023",NA
"nld","1990",NA
"nld","1991",NA
"nld","1992",NA
"nld","1993",NA
"nld","1994",NA
"nld","1995",NA
"nld","1996",NA
"nld","1997",NA
"nld","1998",NA
"nld","1999",NA
"nld","2000",NA
"nld","2001",NA
"nld","2002",NA
"nld","2003",NA
"nld","2004",NA
"nld","2005",NA
"nld","2006",NA
"nld","2007",NA
"nld","2008",2688
"nld","2009",2542
"nld","2010",2476
"nld","2011",2465
"nld","2012",2504
"nld","2013",2806
"nld","2014",3096
"nld","2015",3106
"nld","2016",2823
"nld","2017",2889
"nld","2018",2633
"nld","2019",2654
"nld","2020",2615
"nld","2021",2519
"nld","2022",2316
"nld","2023",NA
"mkd","1990",NA
"mkd","1991",NA
"mkd","1992",NA
"mkd","1993",NA
"mkd","1994",NA
"mkd","1995",NA
"mkd","1996",NA
"mkd","1997",NA
"mkd","1998",NA
"mkd","1999",NA
"mkd","2000",NA
"mkd","2001",NA
"mkd","2002",NA
"mkd","2003",NA
"mkd","2004",NA
"mkd","2005",NA
"mkd","2006",NA
"mkd","2007",NA
"mkd","2008",12
"mkd","2009",90.1
"mkd","2010",115.8
"mkd","2011",82.7
"mkd","2012",30.1
"mkd","2013",25.4
"mkd","2014",26.4
"mkd","2015",39.1
"mkd","2016",58
"mkd","2017",56.5
"mkd","2018",56.5
"mkd","2019",66
"mkd","2020",43.4
"mkd","2021",NA
"mkd","2022",NA
"mkd","2023",NA
"nor","1990",NA
"nor","1991",NA
"nor","1992",NA
"nor","1993",NA
"nor","1994",NA
"nor","1995",NA
"nor","1996",NA
"nor","1997",NA
"nor","1998",NA
"nor","1999",NA
"nor","2000",NA
"nor","2001",NA
"nor","2002",NA
"nor","2003",NA
"nor","2004",NA
"nor","2005",NA
"nor","2006",NA
"nor","2007",NA
"nor","2008",37778
"nor","2009",39274
"nor","2010",40056
"nor","2011",44873
"nor","2012",46433
"nor","2013",50462
"nor","2014",53415
"nor","2015",50107
"nor","2016",51377
"nor","2017",51723
"nor","2018",52189
"nor","2019",54555
"nor","2020",20555
"nor","2021",21533
"nor","2022",NA
"nor","2023",NA
"pol","1990",NA
"pol","1991",NA
"pol","1992",NA
"pol","1993",NA
"pol","1994",NA
"pol","1995",NA
"pol","1996",NA
"pol","1997",NA
"pol","1998",NA
"pol","1999",NA
"pol","2000",NA
"pol","2001",NA
"pol","2002",NA
"pol","2003",NA
"pol","2004",NA
"pol","2005",NA
"pol","2006",NA
"pol","2007",NA
"pol","2008",1204
"pol","2009",1932
"pol","2010",2364
"pol","2011",2052
"pol","2012",1981
"pol","2013",1323
"pol","2014",1199
"pol","2015",1470
"pol","2016",1315
"pol","2017",1112
"pol","2018",821
"pol","2019",1171
"pol","2020",782
"pol","2021",1162
"pol","2022",NA
"pol","2023",NA
"prt","1990",NA
"prt","1991",NA
"prt","1992",NA
"prt","1993",NA
"prt","1994",NA
"prt","1995",NA
"prt","1996",NA
"prt","1997",NA
"prt","1998",NA
"prt","1999",NA
"prt","2000",NA
"prt","2001",NA
"prt","2002",NA
"prt","2003",NA
"prt","2004",NA
"prt","2005",NA
"prt","2006",NA
"prt","2007",NA
"prt","2008",111.7
"prt","2009",102.8
"prt","2010",109.2
"prt","2011",111.9
"prt","2012",109
"prt","2013",120.2
"prt","2014",133.6
"prt","2015",132.5
"prt","2016",148.9
"prt","2017",155.4
"prt","2018",134.3
"prt","2019",133.8
"prt","2020",99.5
"prt","2021",130
"prt","2022",NA
"prt","2023",NA
"rou","1990",NA
"rou","1991",NA
"rou","1992",NA
"rou","1993",NA
"rou","1994",NA
"rou","1995",NA
"rou","1996",NA
"rou","1997",NA
"rou","1998",NA
"rou","1999",NA
"rou","2000",NA
"rou","2001",NA
"rou","2002",NA
"rou","2003",NA
"rou","2004",NA
"rou","2005",NA
"rou","2006",NA
"rou","2007",NA
"rou","2008",565.4
"rou","2009",640.7
"rou","2010",1408.2
"rou","2011",2872.8
"rou","2012",3163.2
"rou","2013",3006.7
"rou","2014",1587.4
"rou","2015",1700
"rou","2016",1932.4
"rou","2017",1958.9
"rou","2018",1924.2
"rou","2019",1897.5
"rou","2020",1249.5
"rou","2021",644.3
"rou","2022",484.2
"rou","2023",NA
"srb","1990",NA
"srb","1991",NA
"srb","1992",NA
"srb","1993",NA
"srb","1994",NA
"srb","1995",NA
"srb","1996",NA
"srb","1997",NA
"srb","1998",NA
"srb","1999",NA
"srb","2000",NA
"srb","2001",NA
"srb","2002",NA
"srb","2003",NA
"srb","2004",NA
"srb","2005",NA
"srb","2006",NA
"srb","2007",NA
"srb","2008",2780.6
"srb","2009",1755.8
"srb","2010",1776.7
"srb","2011",1474.2
"srb","2012",1227.7
"srb","2013",1310.7
"srb","2014",1418.5
"srb","2015",1575
"srb","2016",1553
"srb","2017",1549.5
"srb","2018",1740.3
"srb","2019",2184.7
"srb","2020",1924.8
"srb","2021",2531.3
"srb","2022",2476.3
"srb","2023",NA
"svk","1990",NA
"svk","1991",NA
"svk","1992",NA
"svk","1993",NA
"svk","1994",NA
"svk","1995",NA
"svk","1996",NA
"svk","1997",NA
"svk","1998",NA
"svk","1999",NA
"svk","2000",NA
"svk","2001",NA
"svk","2002",NA
"svk","2003",NA
"svk","2004",NA
"svk","2005",NA
"svk","2006",NA
"svk","2007",NA
"svk","2008",28.4
"svk","2009",23.6
"svk","2010",27.5
"svk","2011",22.6
"svk","2012",25.8
"svk","2013",19.3
"svk","2014",22.6
"svk","2015",16.9
"svk","2016",11.5
"svk","2017",10.4
"svk","2018",8.4
"svk","2019",11.1
"svk","2020",8.9
"svk","2021",7.6
"svk","2022",10.9
"svk","2023",NA
"svn","1990",NA
"svn","1991",NA
"svn","1992",NA
"svn","1993",NA
"svn","1994",NA
"svn","1995",NA
"svn","1996",NA
"svn","1997",NA
"svn","1998",NA
"svn","1999",NA
"svn","2000",NA
"svn","2001",NA
"svn","2002",NA
"svn","2003",NA
"svn","2004",NA
"svn","2005",NA
"svn","2006",NA
"svn","2007",NA
"svn","2008",82.2
"svn","2009",69.4
"svn","2010",69.6
"svn","2011",71.7
"svn","2012",69.6
"svn","2013",67.9
"svn","2014",61.4
"svn","2015",29.2
"svn","2016",28
"svn","2017",22.6
"svn","2018",16.7
"svn","2019",11.1
"svn","2020",4.7
"svn","2021",3.1
"svn","2022",2.9
"svn","2023",NA
"esp","1990",NA
"esp","1991",NA
"esp","1992",NA
"esp","1993",NA
"esp","1994",NA
"esp","1995",NA
"esp","1996",NA
"esp","1997",NA
"esp","1998",NA
"esp","1999",NA
"esp","2000",NA
"esp","2001",NA
"esp","2002",NA
"esp","2003",NA
"esp","2004",NA
"esp","2005",NA
"esp","2006",NA
"esp","2007",NA
"esp","2008",1052
"esp","2009",882
"esp","2010",1017
"esp","2011",878
"esp","2012",709
"esp","2013",627
"esp","2014",628
"esp","2015",661
"esp","2016",723
"esp","2017",788
"esp","2018",845
"esp","2019",780
"esp","2020",294
"esp","2021",498
"esp","2022",NA
"esp","2023",NA
"swe","1990",NA
"swe","1991",NA
"swe","1992",NA
"swe","1993",NA
"swe","1994",NA
"swe","1995",NA
"swe","1996",NA
"swe","1997",NA
"swe","1998",NA
"swe","1999",NA
"swe","2000",NA
"swe","2001",NA
"swe","2002",NA
"swe","2003",NA
"swe","2004",NA
"swe","2005",NA
"swe","2006",NA
"swe","2007",NA
"swe","2008",9272
"swe","2009",8206
"swe","2010",9828
"swe","2011",9989
"swe","2012",11083
"swe","2013",11459
"swe","2014",9755
"swe","2015",8869
"swe","2016",8824
"swe","2017",9185
"swe","2018",10576
"swe","2019",13557
"swe","2020",8363
"swe","2021",9938
"swe","2022",NA
"swe","2023",NA
"che","1990",NA
"che","1991",NA
"che","1992",NA
"che","1993",NA
"che","1994",NA
"che","1995",NA
"che","1996",NA
"che","1997",NA
"che","1998",NA
"che","1999",NA
"che","2000",NA
"che","2001",NA
"che","2002",NA
"che","2003",NA
"che","2004",NA
"che","2005",NA
"che","2006",NA
"che","2007",NA
"che","2008",NA
"che","2009",NA
"che","2010",NA
"che","2011",NA
"che","2012",NA
"che","2013",NA
"che","2014",NA
"che","2015",NA
"che","2016",NA
"che","2017",NA
"che","2018",NA
"che","2019",NA
"che","2020",NA
"che","2021",NA
"che","2022",NA
"che","2023",NA
"tur","1990",NA
"tur","1991",NA
"tur","1992",NA
"tur","1993",NA
"tur","1994",NA
"tur","1995",NA
"tur","1996",NA
"tur","1997",NA
"tur","1998",NA
"tur","1999",NA
"tur","2000",NA
"tur","2001",NA
"tur","2002",NA
"tur","2003",NA
"tur","2004",NA
"tur","2005",NA
"tur","2006",NA
"tur","2007",NA
"tur","2008",NA
"tur","2009",NA
"tur","2010",NA
"tur","2011",NA
"tur","2012",NA
"tur","2013",NA
"tur","2014",NA
"tur","2015",NA
"tur","2016",NA
"tur","2017",NA
"tur","2018",NA
"tur","2019",NA
"tur","2020",NA
"tur","2021",NA
"tur","2022",NA
"tur","2023",NA
"gbr","1990",NA
"gbr","1991",NA
"gbr","1992",NA
"gbr","1993",NA
"gbr","1994",NA
"gbr","1995",NA
"gbr","1996",NA
"gbr","1997",NA
"gbr","1998",NA
"gbr","1999",NA
"gbr","2000",NA
"gbr","2001",NA
"gbr","2002",NA
"gbr","2003",NA
"gbr","2004",NA
"gbr","2005",NA
"gbr","2006",NA
"gbr","2007",NA
